id,uuid,location,resolution,producer,operating_system,ip
4458,aKxhVcBkeo,Berlin,4K,Philips,Ubuntu,181.251.116.72
4459,Uk1G4aMdAN,Amsterdam,"Full HD",Philips,Android,32.86.94.131
4460,SYhHaN,Berlin,4K,LG,Linux,33.216.147.40
4461,Nmyj0hLiXT,Paris,4K,Sencor,Android,199.2.157.182
4462,H7dZ8e9RJY,Amsterdam,4K,Philips,Android,94.175.116.60
4463,2wzcpgLMI,Paris,4K,Philips,Android,244.3.13.153
4464,sdC8NP,Warsaw,"Full HD",LG,Ubuntu,109.37.24.107
4465,Zc6PNfYR,Paris,4K,Philips,Ubuntu,177.204.85.18
4466,P5LAf2,Paris,4K,Sencor,Linux,165.22.227.4
4467,RiIBd,Amsterdam,4K,Sencor,Android,64.119.33.186
4468,XtJvV,Amsterdam,4K,LG,Ubuntu,209.44.208.164
4469,a9oBy,Paris,4K,LG,Android,118.9.104.14
4470,NgCGzRtMiF,Berlin,4K,Philips,Ubuntu,202.65.168.245
4471,isYhK3nXd,Paris,"Full HD",Sencor,Android,110.55.87.174
4472,oruEU,Amsterdam,4K,Sencor,Linux,68.254.39.233
4473,TYXfuM7qP,Paris,4K,Samsung,Android,13.58.76.84
4474,K3Xbxn,Amsterdam,"Full HD",Sencor,Android,223.49.26.65
4475,aWc87XD5,Amsterdam,"Full HD",Philips,Android,88.218.1.255
4476,pKDqzPb,Warsaw,4K,Philips,Android,124.109.245.164
4477,tEBeUza7,Warsaw,4K,LG,Ubuntu,74.177.245.22
4478,KkFcUErw,Amsterdam,"Full HD",LG,Ubuntu,180.149.252.37
4479,u603L,Berlin,"Full HD",LG,Ubuntu,220.157.111.184
4480,0z16E,Amsterdam,"Full HD",Sencor,Ubuntu,3.26.191.82
4481,LlJpu,Berlin,"Full HD",Philips,Ubuntu,204.159.206.0
4482,I5FhKm,Amsterdam,"Full HD",LG,Linux,155.110.155.55
4483,CU1lLFcrjI,Paris,"Full HD",Samsung,Android,46.14.8.163
4484,0BP2ma,Berlin,"Full HD",Samsung,Linux,13.124.159.212
4485,buYyQjUN0H,Warsaw,4K,Samsung,Android,214.16.55.108
4486,S7erYlPJMo,Warsaw,"Full HD",Philips,Android,187.226.141.172
4487,jNBKg3R4cF,Paris,"Full HD",Sencor,Linux,211.230.110.228
4488,q9YMw,Paris,4K,Samsung,Android,188.12.242.86
4489,I05oXFmvai,Berlin,"Full HD",Philips,Android,245.199.64.194
4490,UGrZA,Paris,4K,Philips,Android,128.33.184.59
4491,HPdqW,Paris,4K,Sencor,Ubuntu,25.114.166.181
4492,Br8K4iEska,Paris,"Full HD",Samsung,Android,51.179.51.208
4493,wJYHk,Paris,4K,Philips,Ubuntu,131.109.115.166
4494,R01kF,Berlin,4K,LG,Linux,116.1.157.205
4495,P0Bzpe7g4W,Amsterdam,4K,Samsung,Ubuntu,60.61.67.100
4496,sgyjHS7,Warsaw,4K,LG,Android,73.239.166.146
4497,0e1CiWg,Berlin,4K,Sencor,Ubuntu,155.53.97.85
4498,k3wY59K,Amsterdam,"Full HD",Philips,Android,107.57.52.61
4499,df24rk38w,Berlin,4K,LG,Android,252.199.185.155
4500,hnWFkBMeT,Amsterdam,4K,Sencor,Android,140.122.213.112
4501,Au4t36IC,Amsterdam,4K,Philips,Android,140.16.228.132
4502,SPAHyNn,Paris,4K,Samsung,Android,86.10.238.151
4503,JK9Fi,Berlin,"Full HD",Sencor,Android,156.243.206.166
4504,53kysab,Paris,"Full HD",Philips,Android,223.90.243.51
4505,LG7qSQUyl,Amsterdam,"Full HD",Sencor,Linux,189.26.26.77
4506,VogChiSB,Paris,4K,LG,Linux,191.221.119.32
4507,XoeqLCH,Amsterdam,4K,Philips,Ubuntu,143.101.184.127
4508,uTGMEC6DQ,Warsaw,"Full HD",Samsung,Linux,147.84.63.224
4509,N7SXVno,Berlin,"Full HD",Philips,Ubuntu,59.168.88.238
4510,2tuT9aX,Paris,"Full HD",Philips,Linux,250.44.167.195
4511,gABPfES1r,Warsaw,4K,LG,Linux,226.40.220.13
4512,Lx0eo,Paris,4K,LG,Ubuntu,59.104.137.215
4513,I7ODSsyCc,Berlin,4K,Philips,Ubuntu,108.205.38.251
4514,rEmvC7O54l,Berlin,4K,Samsung,Android,210.31.243.218
4515,nptSEi6YDT,Paris,4K,Samsung,Android,234.58.191.16
4516,tHA903Psux,Amsterdam,"Full HD",Sencor,Android,70.66.127.31
4517,OQrmXz,Paris,"Full HD",Sencor,Linux,179.254.39.124
4518,9blhR4o5,Amsterdam,"Full HD",Sencor,Android,113.235.161.15
4519,gI4Y2H7j,Berlin,"Full HD",LG,Linux,206.107.255.59
4520,BKdGkum,Berlin,4K,Philips,Android,231.205.36.237
4521,qAXhSc2G9t,Warsaw,"Full HD",Sencor,Linux,99.156.224.160
4522,nla695I,Amsterdam,"Full HD",Samsung,Ubuntu,237.188.34.134
4523,xVfagyNS2,Berlin,"Full HD",Philips,Android,190.240.157.243
4524,FvOXteH8h,Amsterdam,4K,LG,Android,205.206.120.47
4525,fzRMONyj8d,Berlin,"Full HD",Sencor,Linux,70.227.16.125
4526,CGmro6J,Berlin,"Full HD",LG,Linux,163.173.108.173
4527,gqFSoa9ZvJ,Amsterdam,"Full HD",Sencor,Linux,134.132.186.239
4528,NoYMb9r,Berlin,4K,Sencor,Android,108.65.3.158
4529,8JDQY9vb,Paris,4K,Philips,Linux,12.197.34.148
4530,DTe7SXtyN,Amsterdam,"Full HD",LG,Linux,48.165.73.167
4531,GNoW82,Warsaw,4K,Samsung,Linux,58.125.177.201
4532,TFdfvXkp70,Warsaw,"Full HD",Philips,Linux,208.145.21.96
4533,UQ9KJdw,Berlin,"Full HD",Philips,Ubuntu,127.67.243.213
4534,tRnHh2S,Amsterdam,"Full HD",Sencor,Android,33.159.192.191
4535,hEmKDLTN,Amsterdam,4K,Sencor,Linux,109.250.92.174
4536,ksW9ta,Berlin,4K,Philips,Ubuntu,147.220.126.159
4537,Yf7RJkNeHg,Warsaw,4K,Sencor,Android,218.227.193.121
4538,rePyn,Warsaw,4K,Sencor,Ubuntu,98.18.241.120
4539,3jYiQpPK,Warsaw,"Full HD",Philips,Android,247.250.69.31
4540,BihjWJfqk,Warsaw,4K,Samsung,Ubuntu,98.243.183.161
4541,ElA2MdBbo3,Berlin,"Full HD",Philips,Ubuntu,166.152.160.85
4542,WVryLbH,Warsaw,"Full HD",Samsung,Linux,54.58.58.187
4543,HcyJ0s,Berlin,"Full HD",LG,Ubuntu,80.25.99.243
4544,mvuw7pP,Amsterdam,4K,LG,Android,103.3.18.149
4545,d87myU,Paris,"Full HD",LG,Android,90.193.32.56
4546,COBdSzKLwN,Warsaw,4K,LG,Ubuntu,85.176.33.222
4547,RpPin7,Berlin,"Full HD",LG,Linux,28.204.197.227
4548,58qdRa,Berlin,"Full HD",LG,Linux,37.2.125.201
4549,xeXSC,Amsterdam,4K,Samsung,Android,64.95.150.109
4550,iDzGeoJw,Berlin,"Full HD",Samsung,Android,222.0.44.26
4551,mDJ8fBsRL,Berlin,"Full HD",LG,Android,178.66.213.78
4552,QqhcNju,Paris,4K,Sencor,Ubuntu,238.208.232.196
4553,tnvIfd4oHh,Paris,"Full HD",Sencor,Android,132.51.70.118
4554,V5MiXuvWS,Paris,"Full HD",Philips,Android,55.21.81.44
4555,baFdzRp,Berlin,"Full HD",Samsung,Linux,143.96.128.164
4556,bcnZXICMQ,Amsterdam,4K,Sencor,Linux,110.160.147.111
4557,1cURT,Berlin,"Full HD",Samsung,Ubuntu,6.17.161.181
4558,rvPD8bU,Paris,4K,LG,Ubuntu,212.58.110.111
4559,Q6pjYoTX3a,Warsaw,4K,Sencor,Ubuntu,253.14.213.72
4560,0PxEcFn3a,Berlin,"Full HD",Sencor,Linux,186.200.25.70
4561,5cq41aX,Paris,4K,LG,Android,19.93.52.41
4562,HnWwfkrx,Paris,"Full HD",Sencor,Ubuntu,223.222.49.54
4563,6OGYy,Berlin,4K,Samsung,Ubuntu,72.220.115.157
4564,iRrD1g3Mkp,Berlin,"Full HD",Philips,Android,199.66.213.59
4565,30q7n,Paris,4K,Samsung,Linux,190.9.251.112
4566,te854XuUA3,Amsterdam,4K,Samsung,Ubuntu,75.218.97.30
4567,W6pqrD,Paris,4K,Philips,Android,3.214.251.199
4568,kOIdUtZMH,Warsaw,"Full HD",Philips,Android,40.181.34.174
4569,wZgXbov,Paris,4K,Philips,Linux,230.129.11.39
4570,mYA0685X,Paris,"Full HD",LG,Linux,189.236.177.98
4571,NZfSpkHd,Amsterdam,4K,Sencor,Linux,130.228.170.200
4572,nb9s7,Warsaw,4K,Samsung,Android,214.37.146.174
4573,XVn39avMc,Warsaw,"Full HD",LG,Ubuntu,68.118.77.230
4574,NstlRCO,Paris,4K,Samsung,Android,219.99.2.197
4575,2jerAOSs,Berlin,4K,LG,Android,241.214.73.97
4576,Nfg7U4q,Warsaw,"Full HD",Philips,Ubuntu,148.210.250.132
4577,h8WJAd9og,Warsaw,"Full HD",Philips,Ubuntu,175.54.20.119
4578,Ihjp3KF,Paris,4K,Sencor,Android,115.236.238.201
4579,s8UDnTM,Amsterdam,"Full HD",Philips,Ubuntu,69.251.246.193
4580,vewWHmb,Berlin,"Full HD",Philips,Android,207.195.15.155
4581,O8hFq,Amsterdam,"Full HD",LG,Ubuntu,244.56.109.81
4582,hzyokj,Berlin,4K,Philips,Ubuntu,153.131.92.38
4583,Oxgp86,Amsterdam,4K,Philips,Linux,76.218.184.175
4584,ITB34fM,Warsaw,4K,Samsung,Linux,145.251.67.37
4585,fmKLSD,Paris,4K,Samsung,Ubuntu,175.179.4.68
4586,a6yZ43h8,Paris,4K,Philips,Android,124.76.124.41
4587,V2yO5tM,Amsterdam,4K,Sencor,Android,85.170.173.252
4588,jkZTKit,Berlin,4K,LG,Linux,175.107.0.246
4589,VBAmpX,Amsterdam,"Full HD",Philips,Linux,220.214.255.196
4590,XunOYe,Paris,"Full HD",Sencor,Linux,68.237.128.62
4591,hwy3tqxG14,Berlin,"Full HD",Sencor,Android,33.71.49.78
4592,lpa3oS8qXk,Paris,"Full HD",Philips,Android,14.106.193.135
4593,ozKTDb,Berlin,"Full HD",Samsung,Linux,210.76.114.138
4594,XO8WeEsvV,Paris,4K,Samsung,Linux,13.235.84.53
4595,7NH0G5Ks,Berlin,"Full HD",Samsung,Android,56.247.110.227
4596,TLsio3aOgy,Warsaw,"Full HD",Philips,Linux,173.115.91.24
4597,68BIemLG,Paris,4K,Sencor,Ubuntu,225.2.194.226
4598,vGm0Z,Berlin,4K,Philips,Ubuntu,6.86.146.86
4599,3D48L,Paris,"Full HD",Samsung,Ubuntu,148.163.26.72
4600,VKbWH8zyw,Paris,4K,LG,Android,70.206.40.198
4601,ZLO9yu3T,Paris,4K,Sencor,Android,137.46.157.17
4602,SCJfYBNtkg,Paris,"Full HD",LG,Linux,129.90.159.76
4603,ypezBJv,Warsaw,"Full HD",Philips,Linux,60.109.157.193
4604,WSt4OJP6,Amsterdam,"Full HD",LG,Ubuntu,188.147.60.223
4605,9sOJ2redg,Amsterdam,4K,Sencor,Ubuntu,225.171.200.216
4606,H3zlcFD,Berlin,"Full HD",Sencor,Linux,125.65.50.209
4607,MTgELXy,Amsterdam,4K,Philips,Android,150.253.174.144
4608,pDIzy,Amsterdam,"Full HD",LG,Linux,255.232.240.16
4609,ekIbm,Paris,"Full HD",Samsung,Android,57.135.235.61
4610,yK7b3ld5,Berlin,"Full HD",Philips,Ubuntu,208.143.193.59
4611,DOpLhFv6ws,Warsaw,"Full HD",Sencor,Ubuntu,2.124.63.57
4612,Q7hSW,Amsterdam,"Full HD",Sencor,Linux,57.167.167.221
4613,XynBt,Paris,4K,LG,Android,65.186.85.249
4614,5i3s92E,Paris,"Full HD",Samsung,Android,91.52.52.130
4615,hqDyZ,Berlin,4K,Samsung,Ubuntu,221.60.60.149
4616,0V3Gdar,Warsaw,4K,Philips,Android,17.203.233.146
4617,SoBIHfEXb,Amsterdam,"Full HD",Philips,Android,20.232.72.35
4618,RqtA3hI6N1,Berlin,4K,Philips,Linux,89.59.152.164
4619,HZvbS9z,Warsaw,4K,Sencor,Linux,119.246.208.170
4620,qJUN4G,Berlin,4K,Philips,Ubuntu,106.212.253.128
4621,OlvNGHEcmV,Paris,4K,LG,Android,168.239.50.39
4622,rcIpzx6yNu,Berlin,"Full HD",Sencor,Linux,32.199.182.49
4623,GRCnHvfmk7,Amsterdam,4K,LG,Android,45.29.54.74
4624,3KP61tjO,Paris,4K,LG,Ubuntu,168.34.127.210
4625,xqvl1AR6WF,Warsaw,4K,Philips,Ubuntu,76.206.126.237
4626,P6ATU5,Amsterdam,4K,Philips,Android,123.252.157.247
4627,FjYZe,Warsaw,4K,LG,Ubuntu,138.157.15.80
4628,qNkdsJBW,Paris,4K,LG,Linux,169.169.251.231
4629,iwpHJ,Berlin,4K,Sencor,Android,3.230.182.116
4630,1y2jc,Amsterdam,4K,Sencor,Linux,165.196.219.188
4631,8r30YjSETa,Warsaw,4K,Sencor,Linux,80.10.191.49
4632,3iOjv0gq,Amsterdam,4K,LG,Ubuntu,47.65.56.195
4633,jXNl1eZFQP,Warsaw,4K,Philips,Ubuntu,159.54.231.137
4634,G5Fl7,Berlin,"Full HD",LG,Ubuntu,52.94.218.11
4635,YeyivSDm3,Paris,4K,LG,Ubuntu,231.208.140.70
4636,1jh0E,Paris,"Full HD",Sencor,Android,5.12.88.202
4637,GliuaA,Berlin,"Full HD",Sencor,Ubuntu,244.156.150.126
4638,sLngwd,Paris,"Full HD",Sencor,Android,251.217.70.91
4639,JgXFhEieN,Berlin,"Full HD",Samsung,Linux,192.136.45.199
4640,qPyz1xBh,Paris,4K,Philips,Android,41.115.113.25
4641,3Mu2TI,Warsaw,4K,Sencor,Linux,161.196.138.91
4642,2wQsCEhD,Paris,"Full HD",LG,Linux,57.60.22.99
4643,rz1xDySY5d,Amsterdam,4K,LG,Linux,130.35.134.245
4644,9JD6Xg,Berlin,4K,Samsung,Android,250.119.61.41
4645,4ht2QZKf,Warsaw,"Full HD",Philips,Linux,66.200.96.86
4646,AbuonB8Syl,Paris,"Full HD",Sencor,Android,119.1.235.149
4647,qH4a18,Amsterdam,4K,Philips,Android,153.26.170.34
4648,wlNZLXqh,Amsterdam,4K,Samsung,Ubuntu,249.91.148.255
4649,Kaxm9,Amsterdam,4K,Sencor,Linux,160.14.147.81
4650,kcPsX,Warsaw,4K,Philips,Android,155.238.65.85
4651,tM24a,Berlin,4K,Samsung,Ubuntu,28.135.172.159
4652,zA2wV17v,Warsaw,4K,Samsung,Linux,49.61.167.26
4653,tK90LC62,Warsaw,4K,Philips,Linux,51.81.72.136
4654,yrcQlG,Paris,"Full HD",Sencor,Android,68.215.175.241
4655,nZVjHC,Amsterdam,"Full HD",Samsung,Ubuntu,127.98.63.230
4656,THUaVb3,Paris,4K,LG,Ubuntu,37.58.11.152
4657,hZ3z5,Amsterdam,4K,Sencor,Ubuntu,201.20.210.189
4658,GKfu3Pl,Amsterdam,"Full HD",Samsung,Ubuntu,129.255.140.187
4659,DV8AgQH61,Paris,4K,Philips,Android,239.31.18.43
4660,mscY0utR,Warsaw,4K,Samsung,Android,124.100.195.195
4661,qfoSAR68,Berlin,4K,LG,Linux,254.222.105.144
4662,4VOvYGKuSt,Amsterdam,"Full HD",LG,Android,201.192.131.224
4663,bHCEaT,Amsterdam,"Full HD",Samsung,Linux,194.225.58.161
4664,a3idR,Paris,"Full HD",LG,Ubuntu,12.172.176.214
4665,6yjN3tRU5,Warsaw,4K,LG,Android,50.138.17.134
4666,f9pj2ITM,Warsaw,4K,Samsung,Android,222.221.156.221
4667,38aZTMcpAD,Warsaw,"Full HD",Samsung,Android,147.215.193.60
4668,qSBd2wzQ,Warsaw,4K,Sencor,Linux,203.179.40.114
4669,p5ZGK,Paris,4K,LG,Ubuntu,100.120.25.206
4670,0xb89MJ,Warsaw,"Full HD",Sencor,Ubuntu,196.127.198.163
4671,lAfFNt3,Amsterdam,4K,Philips,Ubuntu,118.201.102.149
4672,A2kxlNQq9,Berlin,4K,Samsung,Ubuntu,116.137.44.183
4673,i1oVgYK,Warsaw,"Full HD",Sencor,Linux,65.13.209.126
4674,niJqxXg,Berlin,4K,Philips,Android,221.164.132.62
4675,RZ0qTkA3i,Berlin,4K,Philips,Ubuntu,85.209.116.214
4676,sWVDrja,Paris,"Full HD",Samsung,Ubuntu,193.29.146.203
4677,SYIAruf,Berlin,4K,LG,Ubuntu,15.92.118.31
4678,B3hgNz7,Paris,4K,LG,Android,123.29.131.121
4679,B85dXW,Berlin,4K,Philips,Ubuntu,19.187.193.201
4680,eUL01bn,Paris,4K,Philips,Android,198.132.244.118
4681,DtVhq,Paris,4K,LG,Ubuntu,31.221.228.15
4682,0BPgopFH6s,Amsterdam,"Full HD",LG,Ubuntu,60.105.30.60
4683,UBmSWb,Amsterdam,"Full HD",Sencor,Linux,89.96.254.73
4684,92VXGxAT,Paris,"Full HD",Samsung,Ubuntu,226.70.141.228
4685,0XV9w,Warsaw,"Full HD",Sencor,Android,246.139.192.214
4686,09uf18vJ2t,Amsterdam,4K,Samsung,Ubuntu,182.187.87.165
4687,KMThF2,Berlin,4K,Sencor,Linux,100.237.220.155
4688,sc5nt,Warsaw,"Full HD",Sencor,Ubuntu,136.102.150.224
4689,RAEWNw,Warsaw,4K,Samsung,Ubuntu,8.196.113.233
4690,EX3KP,Paris,"Full HD",LG,Linux,11.76.68.53
4691,NqtAEL9,Amsterdam,4K,LG,Android,98.78.233.28
4692,bSpGyLX6,Warsaw,"Full HD",Philips,Ubuntu,176.0.155.194
4693,sDezCjBNv,Amsterdam,"Full HD",LG,Ubuntu,252.197.89.180
4694,OHIbo,Amsterdam,4K,Samsung,Linux,174.73.48.192
4695,Pn4yo2,Amsterdam,"Full HD",LG,Linux,56.188.201.177
4696,46iElFI,Berlin,4K,Philips,Linux,184.23.108.157
4697,XAMUlZEtnJ,Paris,4K,Philips,Ubuntu,184.30.93.108
4698,S2Bl9cD,Amsterdam,"Full HD",Philips,Ubuntu,16.116.183.45
4699,jDYOF5Rx,Amsterdam,"Full HD",Philips,Android,18.181.178.124
4700,pxPIb,Amsterdam,4K,Philips,Android,31.156.250.79
4701,OQ8ter,Berlin,4K,Philips,Android,215.93.18.65
4702,CokgOJiM1,Amsterdam,4K,Philips,Linux,178.243.168.161
4703,yOGmIe,Amsterdam,"Full HD",LG,Ubuntu,55.131.35.148
4704,2ahCi0QY,Berlin,"Full HD",Samsung,Android,162.75.58.130
4705,8pNPMm,Amsterdam,4K,Sencor,Android,59.22.135.86
4706,Ep7yB,Paris,4K,Samsung,Ubuntu,9.130.14.66
4707,RbHtA9CWTg,Amsterdam,"Full HD",Philips,Ubuntu,183.19.154.211
4708,aFbY2,Berlin,"Full HD",Samsung,Ubuntu,12.81.41.237
4709,1Tftrjh,Paris,"Full HD",Samsung,Ubuntu,214.208.227.152
4710,qBzR48,Paris,"Full HD",Sencor,Ubuntu,254.176.177.90
4711,w1e4iV,Amsterdam,4K,LG,Android,196.31.138.146
4712,vDwXqs0,Paris,"Full HD",Sencor,Ubuntu,222.14.12.210
4713,HlZDNsR3,Berlin,"Full HD",Sencor,Linux,144.219.246.103
4714,XRAkq68ni,Warsaw,4K,Philips,Linux,174.104.147.116
4715,bw8fV2HSr,Berlin,"Full HD",LG,Linux,157.250.65.138
4716,OgRm5B7,Amsterdam,4K,Philips,Ubuntu,33.135.136.200
4717,JYHsOZV,Berlin,4K,Philips,Ubuntu,226.149.137.189
4718,nlHzkWTf5,Warsaw,"Full HD",Philips,Ubuntu,151.54.225.57
4719,VgaZ1,Warsaw,4K,LG,Ubuntu,195.77.201.160
4720,YQM5P1,Warsaw,4K,LG,Linux,54.109.192.208
4721,guNl03ab,Paris,"Full HD",Sencor,Android,77.210.26.65
4722,tiQdrT,Warsaw,4K,LG,Linux,160.162.237.44
4723,NdOJcAF,Warsaw,4K,Philips,Ubuntu,103.110.67.217
4724,GarO3N,Warsaw,"Full HD",Philips,Linux,186.65.47.249
4725,Jjk6DZqfz,Paris,4K,Samsung,Android,10.205.10.69
4726,oIi43b8CKj,Amsterdam,4K,Samsung,Android,145.0.29.90
4727,GTP3a7mWS,Paris,"Full HD",Sencor,Android,76.139.184.217
4728,gwTeRoluv,Paris,"Full HD",Philips,Android,6.254.0.87
4729,fEvUzJihj,Berlin,"Full HD",Sencor,Android,172.246.26.169
4730,W5bGh,Paris,"Full HD",LG,Ubuntu,180.3.5.167
4731,5mfoE,Amsterdam,"Full HD",Philips,Linux,20.200.89.68
4732,UdshDw7rq,Warsaw,"Full HD",Philips,Linux,25.19.148.75
4733,PsNc3Rfx,Berlin,4K,Philips,Android,72.6.250.13
4734,NskeMonBIT,Paris,4K,LG,Android,224.28.178.114
4735,s3WurplZ,Paris,4K,LG,Android,95.91.162.169
4736,C5uZAvT,Berlin,"Full HD",Sencor,Android,154.178.73.78
4737,WgzkiG30,Amsterdam,"Full HD",Samsung,Ubuntu,30.244.128.36
4738,y8jNEGq,Paris,4K,Sencor,Ubuntu,83.20.98.171
4739,PeUMRJr,Warsaw,4K,LG,Android,33.140.46.49
4740,asfFYA,Amsterdam,4K,LG,Android,26.195.236.104
4741,w9zemi,Berlin,"Full HD",Samsung,Android,15.195.98.244
4742,Q7xwWv,Berlin,4K,Philips,Ubuntu,12.38.132.28
4743,7ZfsckGbq,Paris,4K,Philips,Linux,11.159.250.111
4744,WlesgFkGm4,Berlin,4K,Philips,Ubuntu,15.107.37.252
4745,IYPV1eRT5,Amsterdam,4K,Samsung,Linux,207.251.63.234
4746,HWw3pej,Paris,4K,Philips,Android,135.97.225.100
4747,YHSOFtf8AX,Berlin,"Full HD",Sencor,Linux,220.252.98.104
4748,p64Mn3f,Amsterdam,4K,Samsung,Ubuntu,117.168.9.2
4749,hus0CHPYX5,Amsterdam,4K,Sencor,Ubuntu,152.59.106.81
4750,uTi0ts,Amsterdam,"Full HD",Sencor,Ubuntu,134.200.175.71
4751,Tzd7Hoh,Paris,4K,Sencor,Linux,238.33.177.31
4752,X3B7V,Warsaw,4K,LG,Linux,221.131.196.147
4753,u5kdQVI6,Amsterdam,4K,Sencor,Android,212.186.165.146
4754,WFbq2EUL8I,Paris,4K,Philips,Linux,251.9.95.219
4755,LoXizI,Warsaw,"Full HD",LG,Ubuntu,246.4.239.234
4756,42g1YCvU9,Warsaw,"Full HD",LG,Android,151.146.27.54
4757,UnkQLyqG,Paris,4K,Samsung,Linux,163.53.211.157
4758,lgAzdXQWc,Warsaw,4K,Samsung,Ubuntu,64.129.209.249
4759,YhN0y,Amsterdam,"Full HD",Philips,Ubuntu,116.206.185.135
4760,U1PJsLXjfA,Paris,4K,LG,Ubuntu,73.124.15.228
4761,vrkq8,Warsaw,4K,Sencor,Linux,205.249.59.251
4762,ifcRKXIq0o,Warsaw,4K,LG,Ubuntu,23.80.175.72
4763,qYefCUXN5,Paris,"Full HD",Samsung,Ubuntu,246.129.213.188
4764,bRfOZ5v3G,Berlin,4K,Philips,Android,172.169.115.118
4765,3Ucm1jGBo,Amsterdam,"Full HD",Samsung,Ubuntu,203.90.136.108
4766,cbV7seW,Berlin,4K,Philips,Android,186.247.47.202
4767,L7GKWNAfb,Berlin,"Full HD",Philips,Ubuntu,76.16.26.133
4768,71cEfnua,Paris,"Full HD",Samsung,Android,156.255.70.141
4769,cy9xEwaLT,Warsaw,"Full HD",Sencor,Ubuntu,156.6.114.96
4770,zmWR8n,Amsterdam,4K,LG,Ubuntu,83.157.99.187
4771,3Cn2uj1O,Amsterdam,"Full HD",Philips,Linux,199.245.32.97
4772,tIdc2oz7,Warsaw,"Full HD",Philips,Android,55.35.73.236
4773,KZleWgh9,Warsaw,4K,LG,Linux,4.182.11.120
4774,DtukBs,Amsterdam,4K,Philips,Linux,40.80.68.93
4775,Xlc3kLjrAp,Warsaw,"Full HD",LG,Android,196.191.152.208
4776,ZGQHx,Paris,"Full HD",LG,Android,107.31.48.21
4777,URcNGv5,Warsaw,4K,Sencor,Android,87.71.134.180
4778,AHh1TqjkFR,Warsaw,"Full HD",Sencor,Ubuntu,179.44.22.12
4779,7B3qQzU09,Paris,4K,Philips,Linux,252.230.180.117
4780,hYmuMz34t,Warsaw,4K,Samsung,Android,217.145.110.196
4781,XEibqA,Warsaw,4K,Samsung,Linux,83.192.66.198
4782,bOXLQ,Amsterdam,4K,LG,Linux,166.53.198.18
4783,UBVIjp,Amsterdam,"Full HD",LG,Ubuntu,110.31.213.159
4784,QU71iLXvK,Paris,"Full HD",Sencor,Android,75.215.205.117
4785,6AG5fyZvQC,Paris,"Full HD",Sencor,Linux,43.193.76.71
4786,QaCtU,Berlin,4K,Sencor,Linux,17.219.211.244
4787,Ycp7hQRWSf,Berlin,"Full HD",LG,Android,194.144.149.110
4788,v3DRJyTj,Amsterdam,4K,LG,Linux,252.145.20.153
4789,8OhzaQ,Warsaw,4K,Samsung,Linux,17.83.228.218
4790,f6xn2H,Berlin,"Full HD",Samsung,Linux,34.82.99.214
4791,tFmuGf63a,Warsaw,"Full HD",Samsung,Linux,170.234.22.228
4792,b2pWX,Amsterdam,4K,Samsung,Android,34.94.155.20
4793,USQlv5ew,Paris,4K,Philips,Android,35.158.77.139
4794,73HvnMxSiL,Warsaw,"Full HD",Sencor,Ubuntu,43.126.22.215
4795,4PponaucG,Warsaw,"Full HD",LG,Ubuntu,190.98.159.173
4796,Ghy0uKTOn,Paris,4K,LG,Ubuntu,199.164.70.225
4797,5dMGcvFt,Amsterdam,"Full HD",LG,Linux,105.182.207.99
4798,aVxIenWCyi,Amsterdam,4K,LG,Linux,219.30.244.188
4799,foLIDv1,Warsaw,4K,Philips,Ubuntu,239.14.2.11
4800,Ljwk1lsF,Warsaw,"Full HD",Sencor,Android,85.204.162.89
4801,mfEnI4Mq,Paris,4K,LG,Android,13.149.78.43
4802,thMiQevnPm,Berlin,"Full HD",Sencor,Linux,252.190.33.88
4803,islHyO7B,Warsaw,"Full HD",LG,Linux,3.55.28.180
4804,N1iXTps4,Warsaw,4K,LG,Ubuntu,242.198.57.215
4805,fiGEuKrAo,Amsterdam,"Full HD",Sencor,Linux,162.55.143.14
4806,IJj8fem,Paris,4K,Philips,Android,250.189.68.44
4807,BbKmNrpz5,Berlin,"Full HD",Sencor,Android,150.114.241.37
4808,SuyRh8qrIn,Berlin,4K,Sencor,Linux,70.193.192.222
4809,a34LH,Berlin,4K,Samsung,Linux,19.8.139.179
4810,N9Wvjq8uLY,Berlin,"Full HD",Samsung,Android,90.225.208.13
4811,aiJkQ,Warsaw,"Full HD",Sencor,Ubuntu,57.95.74.13
4812,5JsirXVfWv,Amsterdam,4K,Sencor,Linux,84.68.7.146
4813,6AHqYQo,Paris,4K,Samsung,Android,24.61.14.162
4814,I5oHM,Berlin,4K,Philips,Android,58.205.161.220
4815,JLq1uel8A,Warsaw,"Full HD",Samsung,Android,202.245.171.68
4816,U140uEKJ7,Amsterdam,4K,Samsung,Android,104.211.112.62
4817,AerUpGDk0Y,Amsterdam,4K,Samsung,Ubuntu,198.136.104.88
4818,WYj42,Paris,4K,Samsung,Linux,115.179.220.176
4819,ar2mE6,Berlin,"Full HD",LG,Ubuntu,188.148.75.88
4820,UA1NrIFw9,Berlin,"Full HD",Samsung,Ubuntu,47.85.167.149
4821,fZ0Lc5VGI,Berlin,"Full HD",Philips,Android,187.253.8.71
4822,G3dxcNf9J,Amsterdam,"Full HD",LG,Android,161.223.203.232
4823,4veolcFbU,Paris,"Full HD",Sencor,Linux,177.250.112.44
4824,rQndWa,Paris,"Full HD",LG,Ubuntu,186.24.174.244
4825,arYeJd,Berlin,"Full HD",LG,Linux,30.182.125.227
